,year,code,name,team_size,total,rank,gold_medals,silver_medals,bronze_medals,honourable_mentions,winner,country_id,top_5,top_10,top_15,top_25,top_50,top_100,next_year_winner,next_year_top_5,next_year_top_10,next_year_top_15,next_year_top_25,next_year_top_50,next_year_top_100,total_wins,total_gold,total_silver,total_bronze,min_rank,max_rank,average_rank,average_rank_2,recent_wins_2,average_rank_3,recent_wins_3,average_rank_4,recent_wins_4
1015,2017,BWA,Botswana,6,19,98,0,0,0,1,0,112,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,98,103,101.33333333333333,100.5,201.0,101.33333333333333,304.0,0.0,0.0
1016,2018,BWA,Botswana,6,12,95,0,0,0,1,0,112,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,95,103,99.75,96.5,193.0,98.66666666666667,296.0,99.75,399.0
1017,2019,BWA,Botswana,2,2,109,0,0,0,0,0,112,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,95,109,101.6,102.0,204.0,100.66666666666667,302.0,101.25,405.0
1018,2020,BWA,Botswana,6,5,100,0,0,0,0,0,112,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,95,109,101.33333333333333,104.5,209.0,101.33333333333333,304.0,100.5,402.0
1019,2016,MMR,Myanmar,6,13,96,0,0,0,0,0,113,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,96,96,96.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,2017,MMR,Myanmar,6,15,99,0,0,0,1,0,113,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,96,99,97.5,97.5,195.0,0.0,0.0,0.0,0.0
1021,2018,MMR,Myanmar,6,23,85,0,0,0,2,0,113,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,85,99,93.33333333333333,92.0,184.0,93.33333333333333,280.0,0.0,0.0
1022,2019,MMR,Myanmar,6,11,97,0,0,0,0,0,113,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,85,99,94.25,91.0,182.0,93.66666666666667,281.0,94.25,377.0
1023,2020,MMR,Myanmar,6,23,91,0,0,0,3,0,113,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,85,99,93.6,94.0,188.0,91.0,273.0,93.0,372.0
1024,2016,KEN,Kenya,6,11,99,0,0,0,0,0,114,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,99,99,99.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,2017,KEN,Kenya,6,8,107,0,0,0,0,0,114,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,99,107,103.0,103.0,206.0,0.0,0.0,0.0,0.0
1026,2019,KEN,Kenya,2,0,110,0,0,0,0,0,114,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,99,110,105.33333333333333,108.5,217.0,105.33333333333333,316.0,0.0,0.0
1027,2020,KEN,Kenya,5,2,104,0,0,0,0,0,114,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,99,110,105.0,107.0,214.0,107.0,321.0,105.0,420.0
1028,2016,MDG,Madagascar,5,10,100,0,0,0,0,0,115,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,100,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,2016,JAM,Jamaica,1,9,102,0,0,0,0,0,116,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,102,102,102.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,2016,EGY,Egypt,5,5,104,0,0,0,0,0,117,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,104,104.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,2017,EGY,Egypt,3,3,110,0,0,0,0,0,117,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,104,110,107.0,107.0,214.0,0.0,0.0,0.0,0.0
1032,2018,EGY,Egypt,4,10,99,0,0,0,1,0,117,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,99,110,104.33333333333333,104.5,209.0,104.33333333333333,313.0,0.0,0.0
1033,2019,EGY,Egypt,4,12,96,0,0,0,0,0,117,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,110,102.25,97.5,195.0,101.66666666666667,305.0,102.25,409.0
1034,2016,IRQ,Iraq,5,2,107,0,0,0,0,0,118,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,107,107,107.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,2017,IRQ,Iraq,4,13,102,0,0,0,1,0,118,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,102,107,104.5,104.5,209.0,0.0,0.0,0.0,0.0
1036,2018,IRQ,Iraq,6,9,100,0,0,0,0,0,118,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,100,107,103.0,101.0,202.0,103.0,309.0,0.0,0.0
1037,2019,IRQ,Iraq,6,17,93,0,0,0,1,0,118,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,93,107,100.5,96.5,193.0,98.33333333333333,295.0,100.5,402.0
1038,2020,IRQ,Iraq,6,15,97,0,0,0,1,0,118,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,93,107,99.8,95.0,190.0,96.66666666666667,290.0,98.0,392.0
1039,2016,LAO,Laos,6,0,109,0,0,0,0,0,119,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,109,109,109.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,2017,NPL,Nepal,6,3,110,0,0,0,0,0,120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,110,110,110.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,2018,NPL,Nepal,6,5,105,0,0,0,0,0,120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,105,110,107.5,107.5,215.0,0.0,0.0,0.0,0.0
1042,2019,NPL,Nepal,6,17,93,0,0,0,1,0,120,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,93,110,102.66666666666667,99.0,198.0,102.66666666666667,308.0,0.0,0.0
1043,2020,NPL,Nepal,6,4,102,0,0,0,0,0,120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,93,110,102.5,97.5,195.0,100.0,300.0,102.5,410.0
1044,2019,DOM,Dominican Republic,5,5,102,0,0,0,0,0,121,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,102,102,102.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,2019,AGO,Angola,2,0,110,0,0,0,0,0,122,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,110,110,110.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,2020,OMN,Oman,6,2,104,0,0,0,0,0,123,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,104,104.0,0.0,0.0,0.0,0.0,0.0,0.0
