,year,code,name,team_size,total,rank,gold_medals,silver_medals,bronze_medals,honourable_mentions,winner,country_id,top_5,top_10,top_15,top_25,top_50,top_100,next_year_winner,next_year_top_5,next_year_top_10,next_year_top_15,next_year_top_25,next_year_top_50,next_year_top_100,total_wins,total_gold,total_silver,total_bronze,min_rank,max_rank,average_rank,average_rank_2,recent_wins_2,average_rank_3,recent_wins_3,average_rank_4,recent_wins_4
0,2011,CHN,People's Republic of China,6,189,1,6,0,0,0,1,0,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2012,CHN,People's Republic of China,6,195,2,5,0,1,0,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,11,0,1,1,2,1.5,1.5,3.0,0.0,0.0,0.0,0.0
2,2013,CHN,People's Republic of China,6,208,1,5,1,0,0,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,16,1,1,1,2,1.3333333333333333,1.5,3.0,1.3333333333333333,4.0,0.0,0.0
3,2014,CHN,People's Republic of China,6,201,1,5,1,0,0,1,0,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,3,21,2,1,1,2,1.25,1.0,2.0,1.3333333333333333,4.0,1.25,5.0
4,2015,CHN,People's Republic of China,6,181,2,4,2,0,0,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,3,25,4,1,1,2,1.4,1.5,3.0,1.3333333333333333,4.0,1.5,6.0
5,2016,CHN,People's Republic of China,6,204,3,4,2,0,0,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,3,29,6,1,1,3,1.6666666666666667,2.5,5.0,2.0,6.0,1.75,7.0
6,2017,CHN,People's Republic of China,6,159,2,5,1,0,0,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,3,34,7,1,1,3,1.7142857142857142,2.5,5.0,2.3333333333333335,7.0,2.0,8.0
7,2018,CHN,People's Republic of China,6,199,3,4,2,0,0,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,3,38,9,1,1,3,1.875,2.5,5.0,2.6666666666666665,8.0,2.5,10.0
8,2019,CHN,People's Republic of China,6,227,1,6,0,0,0,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,4,44,9,1,1,3,1.7777777777777777,2.0,4.0,2.0,6.0,2.25,9.0
9,2020,CHN,People's Republic of China,6,215,1,5,1,0,0,1,0,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,5,49,10,1,1,3,1.7,1.0,2.0,1.6666666666666667,5.0,1.75,7.0
10,2011,USA,United States of America,6,184,2,6,0,0,0,0,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,6,0,0,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2012,USA,United States of America,6,194,3,5,1,0,0,0,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,11,1,0,2,3,2.5,2.5,5.0,0.0,0.0,0.0,0.0
12,2013,USA,United States of America,6,190,3,4,2,0,0,0,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,15,3,0,2,3,2.6666666666666665,3.0,6.0,2.6666666666666665,8.0,0.0,0.0
13,2014,USA,United States of America,6,193,2,5,1,0,0,0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,20,4,0,2,3,2.5,2.5,5.0,2.6666666666666665,8.0,2.5,10.0
14,2015,USA,United States of America,6,185,1,5,1,0,0,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,25,5,0,1,3,2.2,1.5,3.0,2.0,6.0,2.25,9.0
15,2016,USA,United States of America,6,214,1,6,0,0,0,1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2,31,5,0,1,3,2.0,1.0,2.0,1.3333333333333333,4.0,1.75,7.0
16,2017,USA,United States of America,6,148,4,3,3,0,0,0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,34,8,0,1,4,2.2857142857142856,2.5,5.0,2.0,6.0,2.0,8.0
17,2018,USA,United States of America,6,212,1,5,1,0,0,1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,3,39,9,0,1,4,2.125,2.5,5.0,2.0,6.0,1.75,7.0
18,2019,USA,United States of America,6,227,1,6,0,0,0,1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,4,45,9,0,1,4,2.0,1.0,2.0,2.0,6.0,1.75,7.0
19,2020,USA,United States of America,6,183,3,3,3,0,0,0,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4,48,12,0,1,4,2.1,2.0,4.0,1.6666666666666667,5.0,2.25,9.0
20,2011,SGP,Singapore,6,179,3,4,1,1,0,0,2,1,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,4,1,1,3,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2012,SGP,Singapore,6,154,7,1,3,2,0,0,2,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,5,4,3,3,7,5.0,5.0,10.0,0.0,0.0,0.0,0.0
22,2013,SGP,Singapore,6,182,6,1,5,0,0,0,2,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,6,9,3,3,7,5.333333333333333,6.5,13.0,5.333333333333333,16.0,0.0,0.0
23,2014,SGP,Singapore,6,161,8,3,2,1,0,0,2,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,9,11,4,3,8,6.0,7.0,14.0,7.0,21.0,6.0,24.0
24,2015,SGP,Singapore,6,139,10,1,4,1,0,0,2,0,0,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,10,15,5,3,10,6.8,9.0,18.0,8.0,24.0,7.75,31.0
25,2016,SGP,Singapore,6,196,4,4,2,0,0,0,2,1,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,14,17,5,3,10,6.333333333333333,7.0,14.0,7.333333333333333,22.0,7.0,28.0
26,2017,SGP,Singapore,6,131,7,2,1,2,1,0,2,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,16,18,7,3,10,6.428571428571429,5.5,11.0,7.0,21.0,7.25,29.0
27,2018,SGP,Singapore,6,175,8,2,3,1,0,0,2,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,18,21,8,3,10,6.625,7.5,15.0,6.333333333333333,19.0,7.25,29.0
28,2019,SGP,Singapore,6,174,8,2,4,0,0,0,2,0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,20,25,8,3,10,6.777777777777778,8.0,16.0,7.666666666666667,23.0,6.75,27.0
29,2020,SGP,Singapore,6,151,16,0,4,2,0,0,2,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,29,10,3,16,7.7,12.0,24.0,10.666666666666666,32.0,9.75,39.0
30,2011,RUS,Russian Federation,6,161,4,2,4,0,0,0,3,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,4,0,4,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2012,RUS,Russian Federation,6,177,4,4,2,0,0,0,3,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,6,6,0,4,4,4.0,4.0,8.0,0.0,0.0,0.0,0.0
32,2013,RUS,Russian Federation,6,187,4,4,2,0,0,0,3,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,10,8,0,4,4,4.0,4.0,8.0,4.0,12.0,0.0,0.0
33,2014,RUS,Russian Federation,6,191,4,3,3,0,0,0,3,1,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,13,11,0,4,4,4.0,4.0,8.0,4.0,12.0,4.0,16.0
34,2015,RUS,Russian Federation,6,141,8,0,6,0,0,0,3,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,13,17,0,4,8,4.8,6.0,12.0,5.333333333333333,16.0,5.0,20.0
35,2016,RUS,Russian Federation,6,165,7,4,1,1,0,0,3,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,17,18,1,4,8,5.166666666666667,7.5,15.0,6.333333333333333,19.0,5.75,23.0
36,2017,RUS,Russian Federation,6,128,11,1,3,2,0,0,3,0,0,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,18,21,3,4,11,6.0,9.0,18.0,8.666666666666666,26.0,7.5,30.0
37,2018,RUS,Russian Federation,6,201,2,5,1,0,0,0,3,1,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,23,22,3,2,11,5.5,6.5,13.0,6.666666666666667,20.0,7.0,28.0
38,2019,RUS,Russian Federation,6,179,6,2,4,0,0,0,3,0,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,25,26,3,2,11,5.555555555555555,4.0,8.0,6.333333333333333,19.0,6.5,26.0
39,2020,RUS,Russian Federation,6,185,2,2,4,0,0,0,3,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,30,3,2,11,5.2,4.0,8.0,3.3333333333333335,10.0,5.25,21.0
40,2011,THA,Thailand,6,160,5,3,2,1,0,0,4,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,3,2,1,5,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2012,THA,Thailand,6,159,5,3,3,0,0,0,4,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,6,5,1,5,5,5.0,5.0,10.0,0.0,0.0,0.0,0.0
42,2013,THA,Thailand,6,161,13,1,4,1,0,0,4,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,7,9,2,5,13,7.666666666666667,9.0,18.0,7.666666666666667,23.0,0.0,0.0
43,2014,THA,Thailand,6,131,21,0,4,2,0,0,4,0,0,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,7,13,4,5,21,11.0,17.0,34.0,13.0,39.0,11.0,44.0
44,2015,THA,Thailand,6,134,12,2,3,1,0,0,4,0,0,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,9,16,5,5,21,11.2,16.5,33.0,15.333333333333334,46.0,12.75,51.0
45,2016,THA,Thailand,6,148,12,2,2,1,1,0,4,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,11,18,6,5,21,11.333333333333334,12.0,24.0,15.0,45.0,14.5,58.0
46,2017,THA,Thailand,6,131,7,3,0,2,1,0,4,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,14,18,8,5,21,10.714285714285714,9.5,19.0,10.333333333333334,31.0,13.0,52.0
47,2018,THA,Thailand,6,183,5,3,3,0,0,0,4,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,17,21,8,5,21,10.0,6.0,12.0,8.0,24.0,9.0,36.0
48,2019,THA,Thailand,6,185,5,3,3,0,0,0,4,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,20,24,8,5,21,9.444444444444445,5.0,10.0,5.666666666666667,17.0,7.25,29.0
49,2020,THA,Thailand,6,174,5,2,3,1,0,0,4,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,27,9,5,21,9.0,5.0,10.0,5.0,15.0,5.5,22.0
50,2011,TUR,Turkey,6,159,6,3,2,1,0,0,5,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,3,2,1,6,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2012,TUR,Turkey,6,128,12,1,3,2,0,0,5,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,4,5,3,6,12,9.0,9.0,18.0,0.0,0.0,0.0,0.0
52,2013,TUR,Turkey,6,139,17,1,2,3,0,0,5,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,5,7,6,6,17,11.666666666666666,14.5,29.0,11.666666666666666,35.0,0.0,0.0
53,2014,TUR,Turkey,6,147,17,1,3,2,0,0,5,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,6,10,8,6,17,13.0,17.0,34.0,15.333333333333334,46.0,13.0,52.0
54,2015,TUR,Turkey,6,113,20,0,5,0,0,0,5,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,6,15,8,6,20,14.4,18.5,37.0,18.0,54.0,16.5,66.0
55,2016,TUR,Turkey,6,121,29,0,2,4,0,0,5,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,6,17,12,6,29,16.833333333333332,24.5,49.0,22.0,66.0,20.75,83.0
56,2017,TUR,Turkey,6,102,35,0,1,3,2,0,5,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,6,18,15,6,35,19.428571428571427,32.0,64.0,28.0,84.0,25.25,101.0
57,2018,TUR,Turkey,6,138,24,1,1,4,0,0,5,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,7,19,19,6,35,20.0,29.5,59.0,29.333333333333332,88.0,27.0,108.0
58,2019,TUR,Turkey,6,135,29,1,1,3,1,0,5,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,8,20,22,6,35,21.0,26.5,53.0,29.333333333333332,88.0,29.25,117.0
59,2020,TUR,Turkey,6,140,26,0,2,4,0,0,5,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,22,26,6,35,21.5,27.5,55.0,26.333333333333332,79.0,28.5,114.0
60,2011,PRK,Democratic People's Republic of Korea,6,157,7,3,3,0,0,0,6,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,3,3,0,7,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2012,PRK,Democratic People's Republic of Korea,6,128,12,2,1,3,0,0,6,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,5,4,3,7,12,9.5,9.5,19.0,0.0,0.0,0.0,0.0
62,2013,PRK,Democratic People's Republic of Korea,6,184,5,2,4,0,0,0,6,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,7,8,3,5,12,8.0,8.5,17.0,8.0,24.0,0.0,0.0
63,2014,PRK,Democratic People's Republic of Korea,6,154,14,1,4,0,1,0,6,0,0,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,8,12,3,5,14,9.5,9.5,19.0,10.333333333333334,31.0,9.5,38.0
64,2015,PRK,Democratic People's Republic of Korea,6,156,4,3,3,0,0,0,6,1,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,11,15,3,4,14,8.4,9.0,18.0,7.666666666666667,23.0,8.75,35.0
65,2016,PRK,Democratic People's Republic of Korea,6,168,6,2,4,0,0,0,6,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,19,3,4,14,8.0,5.0,10.0,8.0,24.0,7.25,29.0
66,2019,PRK,Democratic People's Republic of Korea,6,187,4,3,3,0,0,0,6,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,22,3,4,14,7.428571428571429,5.0,10.0,4.666666666666667,14.0,7.0,28.0
67,2011,ROU,Romania,6,154,8,1,5,0,0,0,7,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,5,0,8,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2012,ROU,Romania,6,144,10,2,3,1,0,0,7,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,3,8,1,8,10,9.0,9.0,18.0,0.0,0.0,0.0,0.0
69,2013,ROU,Romania,6,134,22,0,3,3,0,0,7,0,0,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,3,11,4,8,22,13.333333333333334,16.0,32.0,13.333333333333334,40.0,0.0,0.0
70,2014,ROU,Romania,6,156,11,1,5,0,0,0,7,0,0,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,4,16,4,8,22,12.75,16.5,33.0,14.333333333333334,43.0,12.75,51.0
71,2015,ROU,Romania,6,132,13,1,4,1,0,0,7,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,5,20,5,8,22,12.8,12.0,24.0,15.333333333333334,46.0,14.0,56.0
72,2016,ROU,Romania,6,130,20,0,5,1,0,0,7,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,5,25,6,8,22,14.0,16.5,33.0,14.666666666666666,44.0,16.5,66.0
73,2017,ROU,Romania,6,115,22,0,3,2,1,0,7,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,5,28,8,8,22,15.142857142857142,21.0,42.0,18.333333333333332,55.0,16.5,66.0
74,2018,ROU,Romania,6,129,33,1,1,2,2,0,7,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,6,29,10,8,33,17.375,27.5,55.0,25.0,75.0,22.0,88.0
75,2019,ROU,Romania,6,155,17,1,2,3,0,0,7,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,7,31,13,8,33,17.333333333333332,25.0,50.0,24.0,72.0,23.0,92.0
76,2020,ROU,Romania,6,152,15,1,2,3,0,0,7,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,33,16,8,33,17.1,16.0,32.0,21.666666666666668,65.0,21.75,87.0
77,2011,TWN,Taiwan,6,154,8,2,4,0,0,0,8,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,2,4,0,8,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2012,TWN,Taiwan,6,127,14,1,3,0,2,0,8,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,3,7,0,8,14,11.0,11.0,22.0,0.0,0.0,0.0,0.0
79,2013,TWN,Taiwan,6,176,8,2,4,0,0,0,8,0,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,5,11,0,8,14,10.0,11.0,22.0,10.0,30.0,0.0,0.0
80,2014,TWN,Taiwan,6,192,3,4,0,2,0,0,8,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,9,11,2,3,14,8.25,5.5,11.0,8.333333333333334,25.0,8.25,33.0
81,2015,TWN,Taiwan,6,115,18,0,4,1,1,0,8,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,9,15,3,3,18,10.2,10.5,21.0,9.666666666666666,29.0,10.75,43.0
82,2016,TWN,Taiwan,6,175,5,3,3,0,0,0,8,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,12,18,3,3,18,9.333333333333334,11.5,23.0,8.666666666666666,26.0,8.5,34.0
83,2017,TWN,Taiwan,6,130,9,1,4,1,0,0,8,0,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,13,22,4,3,18,9.285714285714286,7.0,14.0,10.666666666666666,32.0,8.75,35.0
84,2018,TWN,Taiwan,6,179,6,3,1,2,0,0,8,0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,16,23,6,3,18,8.875,7.5,15.0,6.666666666666667,20.0,9.5,38.0
85,2019,TWN,Taiwan,6,148,21,1,2,3,0,0,8,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,17,25,9,3,21,10.222222222222221,13.5,27.0,12.0,36.0,10.25,41.0
86,2020,TWN,Taiwan,6,145,23,0,3,3,0,0,8,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,28,12,3,23,11.5,22.0,44.0,16.666666666666668,50.0,14.75,59.0
87,2011,IRN,Islamic Republic of Iran,6,151,10,2,4,0,0,0,9,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,2,4,0,10,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2012,IRN,Islamic Republic of Iran,6,151,8,3,2,1,0,0,9,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,5,6,1,8,10,9.0,9.0,18.0,0.0,0.0,0.0,0.0
89,2013,IRN,Islamic Republic of Iran,6,168,10,2,3,1,0,0,9,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,7,9,2,8,10,9.333333333333334,9.0,18.0,9.333333333333334,28.0,0.0,0.0
90,2014,IRN,Islamic Republic of Iran,6,131,21,0,4,2,0,0,9,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,7,13,4,8,21,12.25,15.5,31.0,13.0,39.0,12.25,49.0
91,2015,IRN,Islamic Republic of Iran,6,145,7,3,2,1,0,0,9,0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,10,15,5,7,21,11.2,14.0,28.0,12.666666666666666,38.0,11.5,46.0
92,2016,IRN,Islamic Republic of Iran,6,125,24,0,3,3,0,0,9,0,0,0,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,10,18,8,7,24,13.333333333333334,15.5,31.0,17.333333333333332,52.0,15.5,62.0
93,2017,IRN,Islamic Republic of Iran,6,142,5,2,3,1,0,0,9,0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,12,21,9,5,24,12.142857142857142,14.5,29.0,12.0,36.0,14.25,57.0
94,2018,IRN,Islamic Republic of Iran,6,150,19,1,3,1,1,0,9,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,13,24,10,5,24,13.0,12.0,24.0,16.0,48.0,13.75,55.0
95,2019,IRN,Islamic Republic of Iran,6,145,23,1,2,3,0,0,9,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,14,26,13,5,24,14.11111111111111,21.0,42.0,15.666666666666666,47.0,17.75,71.0
96,2020,IRN,Islamic Republic of Iran,6,149,18,1,3,2,0,0,9,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,29,15,5,24,14.5,20.5,41.0,20.0,60.0,16.25,65.0
97,2011,GER,Germany,6,150,11,1,3,2,0,0,10,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,3,2,11,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2012,GER,Germany,6,102,31,0,2,3,1,0,10,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,5,5,11,31,21.0,21.0,42.0,0.0,0.0,0.0,0.0
99,2013,GER,Germany,6,127,27,0,2,4,0,0,10,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,7,9,11,31,23.0,29.0,58.0,23.0,69.0,0.0,0.0
100,2014,GER,Germany,6,152,16,0,6,0,0,0,10,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,13,9,11,31,21.25,21.5,43.0,24.666666666666668,74.0,21.25,85.0
101,2015,GER,Germany,6,102,27,0,2,3,0,0,10,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,15,12,11,31,22.4,21.5,43.0,23.333333333333332,70.0,25.25,101.0
102,2016,GER,Germany,6,131,19,0,3,3,0,0,10,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,18,15,11,31,21.833333333333332,23.0,46.0,20.666666666666668,62.0,22.25,89.0
103,2017,GER,Germany,6,106,33,0,1,3,2,0,10,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,19,18,11,33,23.428571428571427,26.0,52.0,26.333333333333332,79.0,23.75,95.0
104,2018,GER,Germany,6,131,31,1,2,1,2,0,10,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,21,19,11,33,24.375,32.0,64.0,27.666666666666668,83.0,27.5,110.0
105,2019,GER,Germany,6,126,32,1,0,3,2,0,10,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,21,22,11,33,25.22222222222222,31.5,63.0,32.0,96.0,28.75,115.0
106,2020,GER,Germany,6,140,26,0,3,3,0,0,10,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,24,25,11,33,25.3,29.0,58.0,29.666666666666668,89.0,30.5,122.0
107,2011,JPN,Japan,6,147,12,2,2,2,0,0,11,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,2,2,2,12,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2012,JPN,Japan,6,121,17,0,4,1,1,0,11,0,0,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,2,6,3,12,17,14.5,14.5,29.0,0.0,0.0,0.0,0.0
109,2013,JPN,Japan,6,163,11,0,6,0,0,0,11,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,2,12,3,11,17,13.333333333333334,14.0,28.0,13.333333333333334,40.0,0.0,0.0
110,2014,JPN,Japan,6,177,5,4,1,1,0,0,11,0,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,6,13,4,5,17,11.25,8.0,16.0,11.0,33.0,11.25,45.0
111,2015,JPN,Japan,6,109,22,0,3,3,0,0,11,0,0,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,6,16,7,5,22,13.4,13.5,27.0,12.666666666666666,38.0,13.75,55.0
112,2016,JPN,Japan,6,156,10,1,4,1,0,0,11,0,0,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,7,20,8,5,22,12.833333333333334,16.0,32.0,12.333333333333334,37.0,12.0,48.0
113,2017,JPN,Japan,6,134,6,2,2,2,0,0,11,0,1,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,9,22,10,5,22,11.857142857142858,8.0,16.0,12.666666666666666,38.0,10.75,43.0
114,2018,JPN,Japan,6,158,13,1,3,2,0,0,11,0,0,1,1,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0,10,25,12,5,22,12.0,9.5,19.0,9.666666666666666,29.0,12.75,51.0
115,2019,JPN,Japan,6,162,13,2,2,2,0,0,11,0,0,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,12,27,14,5,22,12.11111111111111,13.0,26.0,10.666666666666666,32.0,10.5,42.0
116,2020,JPN,Japan,6,149,18,0,5,1,0,0,11,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,32,15,5,22,12.7,15.5,31.0,14.666666666666666,44.0,12.5,50.0
117,2011,KOR,Republic of Korea,6,144,13,2,3,0,1,0,12,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,2,3,0,13,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2012,KOR,Republic of Korea,6,209,1,6,0,0,0,1,12,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1,8,3,0,1,13,7.0,7.0,14.0,0.0,0.0,0.0,0.0
119,2013,KOR,Republic of Korea,6,204,2,5,1,0,0,0,12,1,1,1,1,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1,13,4,0,1,13,5.333333333333333,1.5,3.0,5.333333333333333,16.0,0.0,0.0
